所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/财务管理(#10),验证支出账号输入为特殊字符,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.支出账号：#
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易金额输入为空,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.交易金额：‘’
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),检验交易金额输入空格,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.交易金额：‘ ’
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易金额输入正的两位小数,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.交易金额：100.01
2.其他框输入合法数据",新增收入流水成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易金额收入正的大于两位的小数,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.交易金额：100.001
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易金额输入为负整数,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.交易金额：-100
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易金额输入负的小数,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.交易金额：-0.01
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易金额输入为0,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.交易金额：0
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期框不能键盘输入,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.交易日期：键盘输入2019-01-18
2.其他框输入合法数据",交易日期框不能键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入为空,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.摘要：“”
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入为空格,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.摘要：“ ”
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入为特殊字符,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.摘要：@
2.其他框输入合法数据",新增收入流水成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入为数字字符组合,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.摘要：123abc
2.其他框输入合法数据",新增收入流水成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入超长字符时竖向滚动条可以拖动，且新增流水失败,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.摘要：超长字符
2.其他框输入合法数据","1.摘要竖向滚动条可以拖动
2.新增收入流水失败",,3,功能测试,系统测试阶段
/财务管理(#10),验证点击“保存”按钮界面跳回上一层“财务流水”界面,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.所有框输入合法格式
2.点击：保存",点击“保存”按钮界面跳回上一层“财务流水”界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证点击新增收入流水界面关闭按钮跳回上一层“财务流水”界面,"1.打开woniuboss首页
2.管理员登录
3.二级解密
4.点击“财务管理”模块
5.点击“财务流水”模块
6.点击“添加收入”按钮","1.所有框输入合法格式
2.点击新增收入流水界面关闭按钮",点击新增收入流水界面关闭按钮跳回上一层“财务流水”界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证“添加支出”按钮可用,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.点击“添加支出”按钮；
2.查看界面是否跳转至新增支出界面",点击“添加支出”按钮，界面跳转至新增支出界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证全部输入合法格式可以新增支出成功,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.一级科目：下拉框任选一项
2.二级科目：下拉框任选一项
3.支出方：蜗牛成都校区
4.支出账号：
5.收入方：小明
6.收入账号：23456
7.交易金额：1000
8.结算方式：下拉框任选一项
9.交易日期：2020-01-07
10.校区：下拉框任选一项
11.摘要：支出",新增支出成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证支出方与支出账号具有一一对应关系,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.支出方：蜗牛成都校区
2.支出账号：
3.其他框输入合法数据",支出账号随支出方的变化而变化，具有对应关系,,3,功能测试,系统测试阶段
/财务管理(#10),验证支出账号框不可写,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.支出方：蜗牛成都校区
2.支出账号：00000
3.其他框输入合法数据","支出账号框不可写
",,3,功能测试,系统测试阶段
/财务管理(#10),验证收入方输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.收入方：‘’
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证收入方输入为空格,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.收入方：‘ ’
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证收入方输入为字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.收入方：abc
2.其他框输入合法数据",新增支出流水成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证收入方输入为数字字符组合,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.收入方：123abc
2.其他框输入合法数据",新增支出流水成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证收入方输入为数字,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.收入方：123
2.其他框输入合法数据",新增支出流水成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证收入方输入为特殊字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.收入方：#@
2.其他框输入合法数据",新增支出流水成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证收入账号输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.收入账号：‘’
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证收入账号输入为空格,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.收入账号：‘ ’
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证收入账号输入为字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.收入账号：abc
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证收入账号输入为数字字符组合,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.收入账号：123abc
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证收入账号输入为超长数字,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.收入账号：12345678910111213
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证收入账号输入为超短数字,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.收入账号：1
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证收入账号输入为特殊字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.收入账号：#
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易金额输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.交易金额：‘’
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),检验交易金额输入空格,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.交易金额：‘ ’
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易金额输入正的两位小数,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.交易金额：100.01
2.其他框输入合法数据",新增支出流水成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易金额支出正的大于两位的小数,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.交易金额：100.001
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易金额输入为负整数,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.交易金额：-100
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易金额输入负的小数,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.交易金额：-0.01
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易金额输入为0,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.交易金额：0
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期框不能键盘输入,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.交易日期：键盘输入2019-01-18
2.其他框输入合法数据",交易日期框不能键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.摘要：“”
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入为空格,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.摘要：“ ”
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入为特殊字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.摘要：@
2.其他框输入合法数据",新增支出流水成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入为数字字符组合,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.摘要：123abc
2.其他框输入合法数据",新增支出流水成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入超长字符时竖向滚动条可以拖动，且新增流水失败,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.摘要：超长字符
2.其他框输入合法数据","1.摘要竖向滚动条可以拖动
2.新增支出流水失败",,3,功能测试,系统测试阶段
/财务管理(#10),验证点击“保存”按钮界面跳回上一层“财务流水”界面,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.所有框输入合法格式
2.点击：保存",点击“保存”按钮界面跳回上一层“财务流水”界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证点击新增支出流水界面关闭按钮跳回上一层“财务流水”界面,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加支出”按钮","1.所有框输入合法格式
2.点击新增支出流水界面关闭按钮",点击新增支出流水界面关闭按钮跳回上一层“财务流水”界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证“添加内部流转”按钮可用,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.点击“添加支出”按钮；
2.查看界面是否跳转至新增支出界面",点击“添加内部流转”按钮，界面跳转至新增内部流转界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证全部输入合法格式可以新增内部流转,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.一级科目：下拉框任选一项
2.二级科目：下拉框任选一项
3.转出方：蜗牛成都校区
4.转出账号：
5.转入方：蜗牛西安校区
6.转入账号：23456
7.结算方式：下拉框任选一项
8.流转日期：2020-01-07
9.流转金额：1000
10.校区：下拉框任选一项
11.摘要：支出",新增内部流转成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证转出方与转出账号具有一一对应关系,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转出方：蜗牛成都校区
2.转出账号：
3.其他框输入合法数据",转出账号随转出方的变化而变化，具有对应关系,,3,功能测试,系统测试阶段
/财务管理(#10),验证转出账号框不可写,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转出方：蜗牛成都校区
2.转出账号：00000
3.其他框输入合法数据","转出账号框不可写
",,3,功能测试,系统测试阶段
/财务管理(#10),验证转入方输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转入方：‘’
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证转入方输入为空格,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转入方：‘ ’
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证转入方输入为字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转入方：abc
2.其他框输入合法数据",新增内部流转成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证转入方输入为数字字符组合,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转入方：123abc
2.其他框输入合法数据",新增内部流转成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证转入方输入为数字,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转入方：123
2.其他框输入合法数据",新增内部流转成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证转入方输入为特殊字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转入方：#@
2.其他框输入合法数据",新增内部流转成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证转入账号输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转入账号：‘’
2.其他框输入合法数据",有相关格式约束提示信息,,1,功能测试,系统测试阶段
/财务管理(#10),验证转入账号输入为空格,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转入账号：‘ ’
2.其他框输入合法数据",有相关格式约束提示信息,,1,功能测试,系统测试阶段
/财务管理(#10),验证转入账号输入为字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转入账号：abc
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证转入账号输入为数字字符组合,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转入账号：123abc
2.其他框输入合法数据",有相关格式约束提示信息,,1,功能测试,系统测试阶段
/财务管理(#10),验证转入账号输入为超长数字,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转入账号：12345678910111213
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证转入账号输入为超短数字,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转入账号：1
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证转入账号输入为特殊字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.转入账号：#
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证流转金额输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.流转金额：‘’
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),检验流转金额输入空格,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.流转金额：‘ ’
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证流转金额输入正的两位小数,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.流转金额：100.01
2.其他框输入合法数据",新增内部流转成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证流转金额支出正的大于两位的小数,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.流转金额：100.001
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证流转金额输入为负整数,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.流转金额：-100
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证流转金额输入负的小数,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.流转金额：-0.01
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证流转金额输入为0,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.流转金额：0
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证交易日期框不能键盘输入,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.交易日期：键盘输入2019-01-18
2.其他框输入合法数据",交易日期框不能键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.摘要：“”
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入为空格,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.摘要：“ ”
2.其他框输入合法数据",有相关格式约束提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入为特殊字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.摘要：@
2.其他框输入合法数据",新增内部流转成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入为数字字符组合,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.摘要：123abc
2.其他框输入合法数据",新增内部流转成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证摘要框输入超长字符时竖向滚动条可以拖动，且新增流水失败,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.摘要：超长字符
2.其他框输入合法数据","1.摘要竖向滚动条可以拖动
2.新增支出流水失败",,3,功能测试,系统测试阶段
/财务管理(#10),验证点击“保存”按钮界面跳回上一层“财务流水”界面,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.所有框输入合法格式
2.点击：保存",点击“保存”按钮界面跳回上一层“财务流水”界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证点击新增内部流转界面关闭按钮跳回上一层“财务流水”界面,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.点击“添加内部流转”按钮","1.所有框输入合法格式
2.点击新增内部流转界面关闭按钮",点击新增内部流转界面关闭按钮跳回上一层“财务流水”界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证输入合法数据，可以查询到流水账单,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.所有下拉框选择任一一个选项
2.结束日期：2020-01-07
3.点击“查询”按钮",查询流水账单成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证“校区”只能通过下拉框选择，不可键盘输入,"1.点击“财务管理”模块
2.点击“财务流水”模块",1.校区：键盘输入上海,“校区”只能通过下拉框选择，不可键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证“收支类别”只能通过下拉框选择，不可键盘输入,"1.点击“财务管理”模块
2.点击“财务流水”模块",1.收支类别：键盘输入收入,“收支类别”只能通过下拉框选择，不可键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证“一级科目”只能通过下拉框选择，不可键盘输入,"1.点击“财务管理”模块
2.点击“财务流水”模块",1.一级科目：键盘输入主营收入,“一级科目”只能通过下拉框选择，不可键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证“二级科目”只能通过下拉框选择，不可键盘输入,"1.点击“财务管理”模块
2.点击“财务流水”模块",1.二级科目：键盘输入培训费用,“二级科目”只能通过下拉框选择，不可键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证“账户”只能通过下拉框选择，不可键盘输入,"1.点击“财务管理”模块
2.点击“财务流水”模块",1.账户：键盘输入蜗牛成都校区,“账户”只能通过下拉框选择，不可键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证“复核状态”只能通过下拉框选择，不可键盘输入,"1.点击“财务管理”模块
2.点击“财务流水”模块",1.复核状态：键盘输入已复核,“复核状态”只能通过下拉框选择，不可键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”起始框可以通过日期插件框进行选择,"1.点击“财务管理”模块
2.点击“财务流水”模块",1.起始日期：2019-12-01,“交易日期”起始框可以通过日期插件框进行选择,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”起始框可以通过键盘输入,"1.点击“财务管理”模块
2.点击“财务流水”模块",1.起始日期：键盘输入2019-12-01,“交易日期”起始框可以通过键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”起始框输入错误日期格式,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：2019-13-01
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”起始框输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：“”
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
